VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE,SOURCE_FILE
20240719,DBIB,Fund_Basis_Fund_Mapping,,0.7,0.6,table_Daily Hedging P&L Summary for DBIB 2024_07_19.csv
20240719,DBIB,Equity,Delta,-10.8,11.2,table_Daily Hedging P&L Summary for DBIB 2024_07_19.csv
20240719,DBIB,Passage_Of_Time,,-0.1,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_19.csv
20240719,DBIB,New_Business,,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_19.csv
20240719,DBIB,Cross_Impact_True_up,,0.5,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_19.csv
20240719,DBIB,Other_Inforce,,-0.4,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_19.csv
20240722,WB,Interest_Rate,Convexity_Residual,0.0,-1.3,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Interest_Rate,Basis,0.0,1.1,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Credit,HY_Total,0.4,-0.9,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Interest_Rate,Rho,23.0,-22.7,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Credit,AGG_Credit,3.0,-0.4,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Credit,Agg_Risk_Free_Growth,-1.4,0.0,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Fund_Basis_Fund_Mapping,,8.8,-0.7,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Equity,Gamma_Residual,0.4,-0.5,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,DBIB,Passage_Of_Time,,-0.7,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,WB,Passage_Of_Time,,-2.1,2.2,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,DBIB,Equity,Delta,12.9,-13.5,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Equity,Gamma_Residual,0.1,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Interest_Rate,Rho,13.5,-13.5,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.6,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Interest_Rate,Basis,0.0,0.4,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Credit,HY_Total,0.1,-0.3,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Credit,AGG_Credit,0.3,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,WB,Equity,Delta,40.2,-43.3,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,DBIB,Credit,Agg_Risk_Free_Growth,-0.2,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,WB,Other_Inforce,,3.3,0.0,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,WB,Cross_Impact_True_up,,0.5,0.0,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,DBIB,Other_Inforce,,0.6,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,New_Business,,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,Cross_Impact_True_up,,0.4,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,WB,New_Business,,0.3,0.0,table_Daily Hedging P&L Summary for WB 2024_07_22.csv
20240722,DBIB,Fund_Basis_Fund_Mapping,,2.9,-1.3,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240722,DBIB,ILP_Update,,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_22.csv
20240723,WB,Credit,AGG_Credit,-3.5,0.3,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Equity,Delta,-2.6,3.8,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Equity,Gamma_Residual,0.7,-0.1,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Interest_Rate,Rho,-10.8,11.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,DBIB,Cross_Impact_True_up,,-0.6,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,New_Business,,0.0,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Other_Inforce,,-1.3,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Passage_Of_Time,,-0.1,-0.1,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Fund_Basis_Fund_Mapping,,-2.2,0.8,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,ILP_Update,0.0,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,AGG_Credit,-0.4,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,WB,Credit,HY_Total,0.5,-0.4,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,DBIB,Credit,HY_Total,0.2,-0.1,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Interest_Rate,Convexity_Residual,0.0,0.1,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Interest_Rate,Rho,-7.4,7.5,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,WB,Interest_Rate,Convexity_Residual,0.2,0.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,DBIB,Equity,Delta,-0.5,0.5,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,WB,Cross_Impact_True_up,,-0.4,0.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,New_Business,,0.2,0.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Other_Inforce,,-1.9,0.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Passage_Of_Time,,-2.1,2.2,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Interest_Rate,Basis,0.0,0.4,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,DBIB,Interest_Rate,Basis,0.0,-0.1,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Equity,Gamma_Residual,0.4,0.0,table_FW_ Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,WB,Fund_Basis_Fund_Mapping,,-9.6,1.1,table_Daily Hedging P&L Summary for WB 2024_07_23.csv
20240723,DBIB,New_Business,,-0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Cross_Impact_True_up,,-0.6,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Other_Inforce,,-1.3,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Passage_Of_Time,,-0.1,-0.1,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Fund_Basis_Fund_Mapping,,-2.2,0.8,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,AGG_Credit,-0.4,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Interest_Rate,Basis,0.0,-0.1,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Interest_Rate,Convexity_Residual,0.0,0.1,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Interest_Rate,Rho,-7.4,7.5,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Equity,Gamma_Residual,0.4,-0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Equity,Delta,-0.5,0.5,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240723,DBIB,Credit,HY_Total,0.2,-0.1,table_Daily Hedging P&L Summary for DBIB 2024_07_23.csv
20240724,DBIB,Other_Inforce,,-0.6,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Credit,AGG_Credit,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Fund_Basis_Fund_Mapping,,-6.5,3.7,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,New_Business,,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,WB,Passage_Of_Time,,-2.1,2.2,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Other_Inforce,,0.4,0.0,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,New_Business,,0.1,0.0,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Cross_Impact_True_up,,-0.5,-0.0,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Fund_Basis_Fund_Mapping,,7.3,1.6,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,DBIB,Credit,HY_Total,-0.1,0.3,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Cross_Impact_True_up,,0.5,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Interest_Rate,Basis,0.0,1.1,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Passage_Of_Time,,-0.1,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Interest_Rate,Rho,37.9,-38.0,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,DBIB,Interest_Rate,Convexity_Residual,-0.6,0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,WB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Credit,HY_Total,-0.2,-0.3,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Interest_Rate,Basis,0.0,-1.5,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Interest_Rate,Convexity_Residual,-0.3,0.5,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Credit,AGG_Credit,1.0,-0.1,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,DBIB,Equity,Gamma_Residual,-0.4,0.7,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,DBIB,Equity,Delta,-25.5,25.7,table_Daily Hedging P&L Summary for DBIB 2024_07_24.csv
20240724,WB,Equity,Gamma_Residual,0.6,0.1,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Equity,Delta,-29.6,27.7,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240724,WB,Interest_Rate,Rho,-40.4,39.8,table_Daily Hedging P&L Summary for WB 2024_07_24.csv
20240725,WB,Interest_Rate,Convexity_Residual,-0.3,0.5,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Equity,Delta,-29.6,27.7,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Cross_Impact_True_up,,-0.5,-0.0,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,New_Business,,0.1,0.0,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Other_Inforce,,0.4,0.0,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Fund_Basis_Fund_Mapping,,7.3,1.6,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Credit,AGG_Credit,1.0,-0.1,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Credit,HY_Total,-0.2,-0.3,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Interest_Rate,Basis,0.0,-1.5,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Passage_Of_Time,,-2.1,2.2,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,DBIB,Other_Inforce,,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,New_Business,,-0.2,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Passage_Of_Time,,-0.1,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Fund_Basis_Fund_Mapping,,0.7,0.9,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Credit,AGG_Credit,0.2,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Credit,HY_Total,0.0,-0.1,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Interest_Rate,Basis,0.0,-0.5,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Interest_Rate,Convexity_Residual,-0.4,0.3,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Interest_Rate,Rho,-22.3,22.8,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Equity,Gamma_Residual,0.4,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,DBIB,Equity,Delta,-6.4,6.2,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,WB,Interest_Rate,Rho,-40.4,39.8,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240725,DBIB,Cross_Impact_True_up,,-0.6,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_25.csv
20240725,WB,Equity,Gamma_Residual,0.6,0.1,table_Daily Hedging P&L Summary for WB 2024_07_25.csv
20240726,WB,Interest_Rate,Rho,-41.9,41.7,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,DBIB,Credit,AGG_Credit,0.3,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Cross_Impact_True_up,,0.5,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,New_Business,,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Other_Inforce,,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Passage_Of_Time,,-0.1,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Fund_Basis_Fund_Mapping,,3.3,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,WB,Equity,Gamma_Residual,0.4,-0.5,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,DBIB,Credit,HY_Total,0.2,-0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Interest_Rate,Basis,0.0,0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Interest_Rate,Convexity_Residual,-0.2,0.2,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Interest_Rate,Rho,-25.0,25.0,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,DBIB,Equity,Gamma_Residual,0.1,-0.3,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240726,WB,Equity,Delta,47.2,-47.4,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Credit,AGG_Credit,1.1,0.0,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Cross_Impact_True_up,,0.0,0.0,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,New_Business,,0.3,0.0,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Other_Inforce,,-0.8,0.0,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Passage_Of_Time,,-2.1,2.2,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Fund_Basis_Fund_Mapping,,12.4,2.2,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Credit,ILP_Update,0.0,0.0,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Credit,HY_Total,0.6,-0.5,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Interest_Rate,Basis,0.0,0.7,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,WB,Interest_Rate,Convexity_Residual,-0.2,0.3,table_Daily Hedging P&L Summary for WB 2024_07_26.csv
20240726,DBIB,Equity,Delta,15.7,-15.4,table_Daily Hedging P&L Summary for DBIB 2024_07_26.csv
20240729,WB,Passage_Of_Time,,-2.1,2.2,table_Daily Hedging P&L Summary for WB 2024_07_29.csv
20240729,WB,Other_Inforce,,3.3,0.0,table_Daily Hedging P&L Summary for WB 2024_07_29.csv
20240729,WB,Equity,Gamma_Residual,0.7,-0.2,table_Daily Hedging P&L Summary for WB 2024_07_29.csv
